OrderId,UserId,OrderValue,PaymentType,District,OrderSource,OrderType,DeliveryCharge,OrderPlacedDay,OrderConfirmDayOverPhone,IsCartOrder,OrderFromPromotionalEvent,isRTO
2562691,663791,168,MPD                 ,Dhaka,android,normal,25,6/26/2019 9:20,6/26/2019 3:30,No,Yes,No
2561859,961083,240,MPD                 ,Dhaka,mobile-site,normal,35,6/25/2019 19:05,6/25/2019 13:40,No,Yes,No
2561434,848517,120,MPD                 ,Dhaka,desktop,normal,35,6/25/2019 15:28,6/25/2019 9:27,No,Yes,Yes
2561202,276304,185,MPD                 ,Dhaka,android,normal,25,6/25/2019 13:27,6/25/2019 7:27,Yes,No,No
2561033,955384,201,MPD                 ,Dhaka,android,normal,25,6/25/2019 12:13,6/25/2019 6:56,No,Yes,No
2560941,832391,155,MPD                 ,Dhaka,android,normal,25,6/25/2019 11:07,6/25/2019 13:11,No,Yes,No
2560917,832391,105,MPD                 ,Dhaka,android,normal,25,6/25/2019 10:50,6/25/2019 13:11,No,No,No
2560916,442723,120,MPD                 ,Dhaka,android,normal,25,6/25/2019 10:50,6/25/2019 4:49,No,Yes,No
2560895,959412,499,MPD                 ,Cox's-Bazar,android,normal,55,6/25/2019 10:40,6/25/2019 5:05,No,No,Yes
2560881,959412,159,MPD                 ,Cox's-Bazar,android,normal,55,6/25/2019 10:30,6/25/2019 4:36,No,No,Yes
2560878,960883,726,MPD                 ,Dhaka,android,normal,25,6/25/2019 10:29,6/25/2019 4:39,No,No,No
2560843,863971,75,MPD                 ,Dhaka,-1,,25,6/25/2019 10:11,6/25/2019 4:40,No,No,No
2560834,568726,120,ADC                 ,Dhaka,android,normal,25,6/25/2019 10:02,6/25/2019 4:59,No,No,No
2560833,765955,490,MPD                 ,Dhaka,android,normal,25,6/25/2019 10:01,6/25/2019 4:01,Yes,No,No
2560816,19523,899,MPD                 ,Dhaka,mobile-site,normal,35,6/25/2019 9:45,6/25/2019 4:45,No,No,No
2560802,765955,1400,MPD                 ,Dhaka,mobile-site,normal,35,6/25/2019 9:33,6/25/2019 3:32,No,No,No
2560799,177606,139,MPD                 ,Dhaka,android,normal,25,6/25/2019 9:31,6/25/2019 3:31,Yes,No,No
2560764,960859,575,MPD                 ,Dhaka,mobile-site,normal,35,6/25/2019 9:09,6/25/2019 4:19,No,No,No
2560720,118462,486,MPC                 ,Dhaka,Others,,35,6/25/2019 8:32,6/25/2019 2:37,No,No,No
2560687,195000,365,MPD                 ,Dhaka,android,normal,25,6/25/2019 8:04,6/25/2019 2:04,No,No,No
2560615,907237,147,MPD                 ,Dhaka,android,normal,25,6/25/2019 6:06,6/25/2019 0:05,No,No,No
2560538,637778,284,MPD                 ,Dhaka,android,normal,25,6/25/2019 3:46,6/25/2019 4:48,No,No,No
2560533,32724,199,MPD                 ,Dhaka,mobile-site,normal,0,6/25/2019 3:23,6/25/2019 2:34,Yes,Yes,No
2560530,960811,100,MPD                 ,Dhaka,mobile-site,normal,35,6/25/2019 3:06,6/25/2019 6:01,No,Yes,No
2560529,228424,167,MPD                 ,Dhaka,android,normal,25,6/25/2019 3:04,6/25/2019 7:55,No,Yes,No
2560464,208235,319,MPD                 ,Dhaka,android,normal,25,6/25/2019 1:01,6/25/2019 4:48,No,Yes,No
2560433,960776,545,MPD                 ,Dhaka,android,normal,25,6/25/2019 0:19,6/25/2019 4:11,Yes,No,No
2560404,930671,120,MPD                 ,Dhaka,mobile-site,normal,35,6/25/2019 0:09,6/25/2019 3:01,No,Yes,No
2560390,960744,135,MPD                 ,Dhaka,android,normal,25,6/25/2019 0:04,6/25/2019 2:48,No,No,No
2560344,960750,140,MPD                 ,Dhaka,android,normal,25,6/24/2019 23:42,6/24/2019 17:45,No,Yes,No
2560337,960763,889,MPD                 ,Dhaka,android,normal,25,6/24/2019 23:33,6/24/2019 17:51,No,No,No
2560287,831778,140,MPD                 ,Dhaka,android,normal,25,6/24/2019 22:57,6/24/2019 17:37,No,Yes,No
2560276,65834,266,OPS                 ,Dhaka,android,normal,0,6/24/2019 22:51,6/24/2019 17:22,Yes,No,No
2560223,488106,225,ADC                 ,Dhaka,android,normal,25,6/24/2019 22:03,6/24/2019 17:30,Yes,No,No
2560212,956810,459,MPD                 ,Dhaka,android,normal,25,6/24/2019 21:57,6/25/2019 3:19,No,No,No
2560205,904476,350,MPD                 ,Dhaka,android,normal,25,6/24/2019 21:49,6/24/2019 15:49,No,No,No
2560202,921668,550,MPD                 ,Dhaka,android,normal,25,6/24/2019 21:47,6/24/2019 15:47,No,No,No
2560201,956285,100,MPD                 ,Dhaka,android,normal,25,6/24/2019 21:47,6/24/2019 15:49,No,Yes,No
2560168,598371,134,ADC                 ,Chuadanga,android,express,35,6/24/2019 21:23,6/25/2019 6:25,No,No,Yes
2560166,563359,126,MPD                 ,Dhaka,android,normal,25,6/24/2019 21:20,6/24/2019 15:20,No,Yes,No
2560164,634576,210,MPD                 ,Dhaka,android,,25,6/24/2019 15:19,6/24/2019 17:47,Yes,Yes,No
2560158,634576,210,MPD                 ,Dhaka,android,,25,6/24/2019 15:17,6/24/2019 17:47,Yes,Yes,No
2560157,634576,0,MPD                 ,Dhaka,android,,0,6/24/2019 15:17,6/24/2019 17:47,Yes,Yes,No
2560089,243648,140,ADC                 ,Dhaka,android,normal,25,6/24/2019 20:17,6/24/2019 14:43,Yes,No,No
2560074,960640,100,MPD                 ,Dhaka,android,normal,25,6/24/2019 20:05,6/24/2019 15:13,No,Yes,No
2559955,929572,181,MPD                 ,Dhaka,android,normal,25,6/24/2019 19:13,6/24/2019 13:12,No,No,No
2559937,795462,177,MPD                 ,Sylhet City,android,express,0,6/24/2019 19:01,6/24/2019 13:23,Yes,No,Yes
2559886,923259,120,MPD                 ,Dhaka,android,normal,25,6/24/2019 18:27,6/24/2019 13:26,No,Yes,No
2559875,605919,60,ADC                 ,Dhaka,android,normal,25,6/24/2019 18:08,6/24/2019 13:46,No,No,No
2559854,203868,183,ADC                 ,Dhaka,android,normal,0,6/24/2019 17:45,6/24/2019 12:14,Yes,No,No
2559853,203868,154,ADC                 ,Dhaka,android,normal,25,6/24/2019 17:45,6/24/2019 12:14,Yes,No,No
2559851,348001,215,MPD                 ,Dhaka,mobile-site,normal,25,6/24/2019 17:43,6/25/2019 4:36,Yes,No,No
2559789,401795,449,MPD                 ,Dhaka,mobile-site,normal,0,6/24/2019 16:58,6/24/2019 11:03,Yes,No,No
2559788,401795,170,MPD                 ,Dhaka,mobile-site,normal,0,6/24/2019 16:58,6/24/2019 11:03,Yes,No,No
2559787,401795,143,MPD                 ,Dhaka,mobile-site,normal,35,6/24/2019 16:58,6/24/2019 11:03,Yes,Yes,No
2559768,499185,194,MPD                 ,Dhaka,android,normal,25,6/24/2019 16:50,6/24/2019 10:49,No,Yes,No
2559756,866627,259,MPD                 ,Dhaka,-1,,30,6/24/2019 16:41,6/24/2019 12:00,No,No,No
2559732,938903,156,MPD                 ,Dhaka,android,normal,0,6/24/2019 16:15,6/24/2019 10:15,Yes,Yes,No
2559731,938903,120,MPD                 ,Dhaka,android,normal,0,6/24/2019 16:15,6/24/2019 10:15,Yes,Yes,No
2559730,938903,120,MPD                 ,Dhaka,android,normal,25,6/24/2019 16:15,6/24/2019 10:15,Yes,Yes,No
2559715,164194,140,MPD                 ,Dhaka,android,normal,25,6/24/2019 16:10,6/24/2019 10:10,No,No,No
2559630,936739,319,MPD                 ,Dhaka,android,normal,25,6/24/2019 15:15,6/24/2019 9:15,No,Yes,No
2559606,952183,160,MPD                 ,Dhaka,android,normal,25,6/24/2019 15:03,6/24/2019 9:06,No,No,No
2559590,424793,454,MPD                 ,Dhaka,android,normal,25,6/24/2019 14:57,6/24/2019 8:57,No,No,No
2559526,922383,110,MPD                 ,Dhaka,mobile-site,normal,35,6/24/2019 14:21,6/24/2019 8:21,No,Yes,No
2559513,795249,240,MPD                 ,Sherpur,android,normal,55,6/24/2019 14:10,6/24/2019 8:47,No,Yes,Yes
2559495,957287,350,MPD                 ,Dhaka,android,normal,25,6/24/2019 14:02,6/24/2019 8:11,No,No,No
2559494,606197,115,ADC                 ,Dhaka,android,normal,25,6/24/2019 14:02,6/24/2019 8:21,No,No,No
2559489,955265,190,MPD                 ,Dhaka,android,normal,25,6/24/2019 13:59,6/24/2019 8:20,No,Yes,No
2559487,494980,330,MPD                 ,Dhaka,android,normal,25,6/24/2019 13:57,6/24/2019 8:00,No,No,No
2559486,536259,135,ADC                 ,Dhaka,android,normal,25,6/24/2019 13:57,6/24/2019 7:59,No,No,No
2559469,960498,159,MPD                 ,Dhaka,android,normal,25,6/24/2019 13:45,6/24/2019 8:12,No,Yes,No
2559467,545045,150,MPD                 ,Dhaka,android,normal,25,6/24/2019 13:42,6/24/2019 7:42,No,No,No
2559466,631833,229,ADC                 ,Dhaka,android,,0,6/24/2019 13:42,6/24/2019 8:14,Yes,No,No
2559437,960483,430,MPD                 ,Dhaka,mobile-site,normal,35,6/24/2019 13:25,6/24/2019 12:08,No,No,No
2559419,960479,726,MPD                 ,Kishoreganj,mobile-site,normal,65,6/24/2019 13:15,6/24/2019 9:30,No,No,Yes
2559402,953577,599,MPD                 ,Dhaka,android,normal,25,6/24/2019 13:04,6/24/2019 7:03,No,Yes,No
2559369,958832,199,MPD                 ,Chittagong City,android,normal,55,6/24/2019 12:45,6/24/2019 7:06,No,Yes,No
2559361,817086,0,MPD                 ,Dhaka,android,normal,0,6/24/2019 12:42,6/24/2019 6:44,Yes,Yes,No
2559360,817086,240,MPD                 ,Dhaka,android,normal,25,6/24/2019 12:42,6/24/2019 6:44,Yes,Yes,No
2559325,669578,170,MPD                 ,Dhaka,android,normal,25,6/24/2019 12:31,6/24/2019 6:30,Yes,Yes,No
2559314,356844,260,MPD                 ,khulna City,android,normal,55,6/24/2019 12:26,6/24/2019 6:25,Yes,Yes,No
2559312,960447,0,MPD                 ,Dhaka,android,normal,0,6/24/2019 12:23,6/24/2019 6:25,Yes,Yes,No
2559311,960447,150,MPD                 ,Dhaka,android,normal,25,6/24/2019 12:23,6/24/2019 6:25,Yes,Yes,No
2559295,680859,168,MPD                 ,Dhaka,android,normal,25,6/24/2019 12:20,6/24/2019 6:29,No,Yes,No
2559289,603475,150,ADC                 ,Dhaka (Outside City),android,normal,25,6/24/2019 12:16,6/24/2019 6:25,No,No,No
2559286,621002,120,MPD                 ,Dhaka,android,normal,25,6/24/2019 12:14,6/24/2019 6:14,No,Yes,No
2559278,960440,455,MPD                 ,Dhaka,android,normal,25,6/24/2019 12:09,6/24/2019 6:19,No,No,No
2559264,118694,318,MPD                 ,Dhaka,android,normal,25,6/24/2019 12:01,6/24/2019 6:01,No,Yes,No
2559260,960428,249,MPD                 ,Gazipur,android,normal,55,6/24/2019 12:01,6/24/2019 6:16,No,No,No
2559240,959780,570,MPD                 ,Dhaka,android,normal,25,6/24/2019 11:52,6/24/2019 5:55,No,No,No
2559206,892477,185,MPD                 ,Dhaka,android,normal,25,6/24/2019 11:37,6/24/2019 5:37,No,No,No
2559195,960421,249,MPD                 ,Dhaka,android,normal,25,6/24/2019 11:33,6/24/2019 6:14,No,No,No
2559179,959554,364,MPD                 ,Gazipur,android,normal,55,6/24/2019 11:25,6/24/2019 6:12,No,No,No
2559149,960415,495,MPD                 ,Dhaka,android,normal,25,6/24/2019 11:01,6/24/2019 5:50,No,No,No
2559148,943218,199,MPD                 ,Chittagong City,android,normal,55,6/24/2019 10:59,6/24/2019 5:00,No,Yes,No
2559105,960141,590,MPD                 ,Dhaka,desktop,normal,35,6/24/2019 10:31,6/24/2019 4:37,No,No,No
2559074,958090,890,MPD                 ,Noakhali,android,normal,55,6/24/2019 10:05,6/24/2019 4:12,No,No,No
2559039,563001,509,MPD                 ,Dhaka,android,normal,25,6/24/2019 9:12,6/24/2019 3:12,No,Yes,No
2559001,935316,319,MPD                 ,Kushtia,android,normal,55,6/24/2019 8:35,6/24/2019 4:52,Yes,Yes,No
2558991,397636,178,MPD                 ,Dhaka,android,normal,25,6/24/2019 8:21,6/24/2019 14:07,No,Yes,No
2558985,379338,350,MPD                 ,Gazipur,android,normal,55,6/24/2019 8:16,6/24/2019 6:01,No,No,No
2558922,750862,117,ADC                 ,Gazipur,android,normal,25,6/24/2019 6:42,6/24/2019 3:09,No,No,No
2558919,805411,799,MPD                 ,Rajshahi City,android,express,75,6/24/2019 6:36,6/24/2019 0:35,No,No,Yes
2558894,568896,1350,MPD                 ,Dhaka,android,normal,25,6/24/2019 4:29,6/24/2019 2:59,No,No,No
2558878,959354,299,MPD                 ,Mymensingh,android,express,75,6/24/2019 3:29,6/24/2019 4:22,No,Yes,Yes
2558877,388073,120,MPD                 ,Dhaka,android,normal,25,6/24/2019 3:25,6/24/2019 3:03,No,Yes,No
2558876,388073,165,MPD                 ,Dhaka,android,normal,25,6/24/2019 3:24,6/24/2019 3:03,No,Yes,No
2558858,960337,330,MPD                 ,Gazipur,mobile-site,normal,65,6/24/2019 2:37,6/24/2019 4:08,No,No,No
2558856,895832,100,MPS                 ,Dhaka,android,normal,25,6/24/2019 2:34,6/24/2019 2:43,No,Yes,No
2558855,960335,185,MPD                 ,Dhaka,android,normal,25,6/24/2019 2:33,6/24/2019 3:46,No,No,No
2558844,958412,277,MPD                 ,Dhaka,android,normal,25,6/24/2019 2:08,6/24/2019 7:32,No,Yes,No
2558832,958412,140,MPD                 ,Dhaka,android,normal,25,6/24/2019 1:53,6/24/2019 7:32,No,Yes,No
2558825,960328,350,MPD                 ,Dhaka,mobile-site,normal,35,6/24/2019 1:46,6/24/2019 4:56,Yes,No,No
2558804,12511,4400,MPD                 ,khulna City,mobile-site,express,75,6/24/2019 1:19,6/24/2019 4:08,No,No,No
2558748,130508,1350,MPD                 ,Dhaka,desktop,normal,35,6/24/2019 0:35,6/24/2019 4:18,Yes,No,No
2558736,18532,181,OPS                 ,Dhaka,android,normal,25,6/24/2019 0:22,6/24/2019 5:47,Yes,No,No
2558734,690520,299,MPD                 ,Dhaka,android,normal,25,6/24/2019 0:20,6/24/2019 4:02,No,Yes,No
2558717,197617,173,MPD                 ,Dhaka,android,normal,25,6/24/2019 0:05,6/24/2019 3:27,No,Yes,No
2558706,58203,135,MPD                 ,Joypurhat,android,express,75,6/23/2019 23:50,6/23/2019 17:50,No,Yes,No
2558703,58203,181,MPD                 ,Joypurhat,android,express,75,6/23/2019 23:48,6/23/2019 17:48,No,No,No
2558701,58203,181,MPD                 ,Joypurhat,android,express,75,6/23/2019 23:48,6/23/2019 17:47,No,No,No
2558694,960303,469,MPD                 ,Magura,mobile-site,express,75,6/23/2019 23:41,6/23/2019 17:49,No,No,No
2558632,500997,453,MPD                 ,Dhaka,android,normal,25,6/23/2019 23:10,6/23/2019 17:10,No,No,No
2558630,210590,430,MPD                 ,Dhaka,android,normal,0,6/23/2019 23:09,6/23/2019 17:09,Yes,No,No
2558629,210590,299,MPD                 ,Dhaka,android,normal,25,6/23/2019 23:09,6/23/2019 17:09,Yes,Yes,No
2558628,397381,250,MPD                 ,Jamalpur,android,express,75,6/23/2019 23:07,6/23/2019 17:06,No,Yes,No
2558617,45814,835,MPD                 ,Chittagong City,android,express,75,6/23/2019 22:57,6/23/2019 17:34,No,No,No
2558597,606443,171,MPD                 ,Chittagong City,android,,55,6/23/2019 22:44,6/23/2019 17:48,No,No,No
2558553,493473,120,MPD                 ,Dhaka,android,normal,25,6/23/2019 22:30,6/23/2019 16:30,No,Yes,No
2558545,960272,1000,MPD                 ,Narayanganj,android,normal,55,6/23/2019 22:23,6/23/2019 16:34,No,No,Yes
2558539,387237,1499,MPD                 ,Dhaka,desktop,normal,0,6/23/2019 22:21,6/23/2019 16:20,Yes,No,No
2558538,387237,350,MPD                 ,Dhaka,desktop,normal,35,6/23/2019 22:21,6/23/2019 16:20,Yes,No,No
2558536,954412,1249,MPD                 ,Jamalpur,desktop,normal,65,6/23/2019 22:20,6/23/2019 16:31,No,No,No
2558531,806230,570,MPD                 ,Dhaka,android,normal,25,6/23/2019 22:17,6/23/2019 16:17,No,No,No
2558462,603475,195,ADC                 ,Dhaka (Outside City),android,normal,25,6/23/2019 21:57,6/23/2019 16:00,No,No,No
2558461,632738,105,ADC                 ,Gopalganj,android,express,35,6/23/2019 21:56,6/23/2019 16:05,No,No,No
2558448,3037,111,MPS                 ,Dhaka,android,normal,25,6/23/2019 21:50,6/23/2019 15:53,No,Yes,No
2558430,948462,185,MPS                 ,Noakhali,android,normal,25,6/23/2019 21:42,6/23/2019 15:46,No,No,No
2558415,960253,1396,MPD                 ,Chandpur,mobile-site,express,75,6/23/2019 21:37,6/23/2019 15:47,No,No,No
2558391,670876,719,MPD                 ,Dhaka,android,normal,25,6/23/2019 21:28,6/23/2019 15:27,No,Yes,No
2558343,234388,1440,MPD                 ,Jessore,desktop,normal,65,6/23/2019 21:04,6/23/2019 15:03,No,No,Yes
2558304,960227,229,MPD                 ,Dhaka (Outside City),mobile-site,normal,65,6/23/2019 20:49,6/24/2019 6:52,No,No,No
2558289,906525,274,MPD                 ,Dhaka,android,normal,25,6/23/2019 20:40,6/23/2019 14:40,No,No,No
2558284,857870,179,MPS                 ,Dhaka,android,normal,25,6/23/2019 20:37,6/23/2019 14:43,No,No,No
2558267,714534,505,MPD                 ,Chittagong City,android,normal,55,6/23/2019 20:31,6/23/2019 15:08,No,Yes,No
2558180,958766,192,MPD                 ,Dhaka,android,normal,25,6/23/2019 19:56,6/23/2019 13:57,No,Yes,No
2558172,14413,469,MPD                 ,Dhaka,desktop,normal,35,6/23/2019 19:50,6/23/2019 13:50,No,No,No
2558164,766188,134,ADC                 ,Sylhet City,android,normal,25,6/23/2019 19:48,6/23/2019 13:57,Yes,No,Yes
2558154,950707,169,MPD                 ,Dhaka,android,normal,25,6/23/2019 19:45,6/23/2019 17:20,No,Yes,No
2558146,483298,120,MPS                 ,Lakshmipur,android,normal,25,6/23/2019 19:40,6/23/2019 13:45,No,Yes,No
2558108,905804,250,MPD                 ,Feni,android,express,75,6/23/2019 19:13,6/23/2019 14:10,No,Yes,No
2558106,958685,181,MPD                 ,Dhaka,android,normal,25,6/23/2019 19:07,6/23/2019 13:30,Yes,No,No
2558099,555354,750,MPD                 ,Dhaka,android,normal,25,6/23/2019 19:00,6/23/2019 13:00,No,No,No
2558094,531235,199,MPD                 ,Dhaka,android,normal,25,6/23/2019 18:53,6/23/2019 12:53,No,Yes,No
2558083,103612,120,MPD                 ,Gazipur,android,express,75,6/23/2019 18:46,6/23/2019 12:50,No,Yes,No
2558076,823634,85,MPD                 ,Gazipur,android,normal,0,6/23/2019 18:41,6/23/2019 12:45,Yes,No,No
2558075,823634,111,MPD                 ,Gazipur,android,normal,0,6/23/2019 18:41,6/23/2019 12:45,Yes,Yes,No
2558069,960148,202,MPD                 ,Dhaka,android,normal,25,6/23/2019 18:36,6/23/2019 14:35,No,No,No
2558068,958551,181,MPD                 ,Dhaka,android,normal,25,6/23/2019 18:36,6/23/2019 12:38,No,No,No
2558066,948462,399,MPS                 ,Noakhali,android,normal,25,6/23/2019 18:35,6/23/2019 12:41,No,No,No
2558040,737383,175,MPD                 ,Dhaka,android,normal,25,6/23/2019 18:20,6/23/2019 12:28,No,Yes,No
2558036,948462,409,MPS                 ,Noakhali,android,normal,25,6/23/2019 18:18,6/23/2019 12:24,No,No,No
2558033,954295,135,MPD                 ,Dhaka,android,normal,25,6/23/2019 18:17,6/23/2019 13:27,No,Yes,Yes
2558019,935602,299,MPD                 ,Dhaka,android,normal,25,6/23/2019 18:05,6/23/2019 13:43,No,Yes,No
2558017,617017,163,MPS                 ,Dhaka,android,normal,25,6/23/2019 18:02,6/23/2019 12:04,No,Yes,No
2558015,543515,0,MPS                 ,Dhaka,android,normal,0,6/23/2019 18:00,6/23/2019 12:04,Yes,Yes,No
2558014,543515,125,MPS                 ,Dhaka,android,normal,25,6/23/2019 18:00,6/23/2019 12:04,Yes,Yes,No
2558010,923869,150,MPD                 ,Dhaka,android,normal,25,6/23/2019 17:58,6/23/2019 12:23,No,Yes,No
2558009,262486,0,MPD                 ,Dhaka,android,normal,0,6/23/2019 17:58,6/23/2019 12:00,Yes,Yes,No
2558008,262486,150,MPD                 ,Dhaka,android,normal,25,6/23/2019 17:58,6/23/2019 12:00,Yes,Yes,No
2557991,960129,429,MPD                 ,Dhaka,android,normal,25,6/23/2019 17:41,6/23/2019 12:33,No,No,No
2557985,615389,194,MPS                 ,Bagerhat,android,normal,25,6/23/2019 17:39,6/23/2019 11:41,No,No,No
2557980,950192,174,MPD                 ,Gazipur,android,normal,55,6/23/2019 17:36,6/23/2019 14:37,No,Yes,No
2557956,919833,499,MPD                 ,Chittagong City,android,normal,55,6/23/2019 17:10,6/23/2019 11:33,No,No,No
2557941,928437,240,MPD                 ,Jessore,android,normal,55,6/23/2019 17:03,6/23/2019 11:03,No,No,No
2557922,709829,225,MPD                 ,Dhaka,android,normal,25,6/23/2019 16:54,6/23/2019 11:18,No,Yes,No
2557906,457290,140,MPD                 ,Chittagong (Outside City),-1,,45,6/23/2019 16:51,6/23/2019 12:26,No,No,No
2557858,699161,277,MPD                 ,Dhaka,android,normal,25,6/23/2019 16:30,6/23/2019 10:29,No,No,No
2557854,960096,318,MPD                 ,Dhaka,mobile-site,normal,35,6/23/2019 16:28,6/23/2019 11:21,No,Yes,No
2557843,928437,382,MPD                 ,Jessore,android,normal,55,6/23/2019 16:24,6/23/2019 10:24,No,No,No
2557806,959638,650,MPD                 ,Dhaka,android,normal,25,6/23/2019 16:07,6/23/2019 10:13,No,No,No
2557799,773942,391,MPD                 ,Dhaka,android,normal,25,6/23/2019 15:55,6/23/2019 9:55,No,Yes,No
2557798,919833,499,MPD                 ,Chittagong City,android,normal,55,6/23/2019 15:55,6/23/2019 10:07,No,No,No
2557790,895545,499,MPD                 ,Dhaka,android,normal,25,6/23/2019 15:52,6/23/2019 9:51,No,No,No
2557789,960081,140,MPD                 ,Dhaka,android,normal,25,6/23/2019 15:51,6/23/2019 10:00,No,Yes,No
2557747,776100,165,MPD                 ,Dhaka,android,normal,25,6/23/2019 15:31,6/23/2019 9:30,No,Yes,No
2557727,957115,340,MPD                 ,Rajshahi City,android,normal,55,6/23/2019 15:20,6/23/2019 9:24,No,Yes,No
2557712,958975,218,MPD                 ,Dhaka,android,normal,25,6/23/2019 15:14,6/23/2019 9:25,No,Yes,No
2557700,812343,452,MPD                 ,Dinajpur,android,normal,55,6/23/2019 15:12,6/23/2019 9:56,No,No,No
2557661,960035,416,MPD                 ,Gazipur,android,normal,55,6/23/2019 14:47,6/23/2019 10:04,No,Yes,No
2557654,748742,120,MPD                 ,Dhaka,android,normal,0,6/23/2019 14:43,6/23/2019 8:42,Yes,Yes,No
2557653,748742,140,MPD                 ,Dhaka,android,normal,25,6/23/2019 14:43,6/23/2019 8:42,Yes,Yes,No
2557642,955875,159,MPD                 ,Bogra,android,normal,25,6/23/2019 14:35,6/23/2019 8:42,Yes,No,No
2557608,737098,185,MPD                 ,Dhaka,android,normal,25,6/23/2019 14:19,6/23/2019 8:50,No,Yes,No
2557600,877808,300,MPD                 ,Sylhet City,byphone,,55,6/23/2019 8:15,6/23/2019 8:15,No,Yes,No
2557550,787760,1190,MPD                 ,khulna City,android,normal,55,6/23/2019 13:59,6/23/2019 8:44,No,No,Yes
2557543,580936,319,MPD                 ,Dhaka,mobile-site,normal,35,6/23/2019 13:56,6/23/2019 7:55,No,Yes,No
2557539,958990,0,MPD                 ,Dhaka,android,normal,0,6/23/2019 13:54,6/23/2019 7:56,Yes,Yes,No
2557538,958990,200,MPD                 ,Dhaka,android,normal,25,6/23/2019 13:54,6/23/2019 7:56,Yes,Yes,No
2557514,787042,174,MPD                 ,Dhaka,android,normal,25,6/23/2019 13:46,6/23/2019 7:45,No,Yes,No
2557512,689173,460,MPD                 ,Dhaka,android,normal,25,6/23/2019 13:44,6/23/2019 7:43,No,Yes,No
2557498,355572,143,ADC                 ,Dhaka,android,normal,0,6/23/2019 13:39,6/23/2019 7:43,Yes,No,No
2557497,355572,146,ADC                 ,Dhaka,android,normal,25,6/23/2019 13:39,6/23/2019 7:43,Yes,No,No
2557490,624119,162,MPD                 ,Dhaka (Outside City),android,normal,55,6/23/2019 13:36,6/23/2019 7:35,No,Yes,No
2557484,608890,395,MPD                 ,Dhaka,android,normal,25,6/23/2019 13:34,6/23/2019 7:34,No,No,No
2557459,826813,219,MPD                 ,Noakhali,android,normal,55,6/23/2019 13:23,6/23/2019 8:18,No,Yes,No
2557451,389257,491,MPD                 ,Dhaka,android,normal,25,6/23/2019 13:21,6/23/2019 7:20,No,No,No
2557439,931479,250,MPD                 ,Rajshahi City,android,express,75,6/23/2019 13:11,6/23/2019 7:18,No,Yes,No
2557435,122796,400,MPD                 ,Narayanganj,android,normal,55,6/23/2019 13:09,6/23/2019 7:49,No,No,No
2557433,950398,199,MPD                 ,Dhaka (Outside City),android,normal,55,6/23/2019 13:05,6/23/2019 7:57,No,Yes,No
2557432,903727,0,MPD                 ,Dhaka,android,normal,0,6/23/2019 13:05,6/23/2019 7:11,Yes,Yes,No
2557431,903727,250,MPD                 ,Dhaka,android,normal,25,6/23/2019 13:05,6/23/2019 7:11,Yes,Yes,No
2557392,492763,179,MPS                 ,Chittagong City,android,normal,25,6/23/2019 12:41,6/23/2019 6:45,Yes,Yes,No
2557383,506932,0,MPD                 ,Dhaka,android,normal,0,6/23/2019 12:34,6/23/2019 6:37,Yes,Yes,No
2557382,506932,300,MPD                 ,Dhaka,android,normal,25,6/23/2019 12:34,6/23/2019 6:37,Yes,Yes,No
2557364,638062,187,MPD                 ,Sylhet City,android,,45,6/23/2019 12:23,6/23/2019 10:12,No,No,No
2557361,959976,430,MPD                 ,khulna City,android,express,75,6/23/2019 12:21,6/23/2019 7:29,No,No,Yes
2557354,112093,209,MPD                 ,khulna City,android,express,75,6/23/2019 12:19,6/23/2019 6:19,No,No,No
2557345,907747,240,MPD                 ,Gazipur,android,normal,0,6/23/2019 12:17,6/23/2019 6:16,Yes,Yes,No
2557344,907747,135,MPD                 ,Gazipur,android,normal,55,6/23/2019 12:17,6/23/2019 6:16,Yes,Yes,No
2557333,112093,249,MPD                 ,khulna City,android,express,75,6/23/2019 12:12,6/23/2019 6:12,No,No,No
2557332,949894,600,MPD                 ,Chandpur,android,normal,55,6/23/2019 12:12,6/23/2019 6:46,No,Yes,No
2557326,506932,0,MPD                 ,Dhaka,android,normal,0,6/23/2019 12:10,6/23/2019 6:15,Yes,Yes,No
2557325,506932,250,MPD                 ,Dhaka,android,normal,25,6/23/2019 12:10,6/23/2019 6:15,Yes,Yes,No
2557301,389052,365,MPD                 ,Dhaka,android,normal,25,6/23/2019 11:59,6/23/2019 6:08,No,No,No
2557299,33882,337,MPD                 ,Dhaka,desktop,normal,35,6/23/2019 11:58,6/23/2019 5:58,No,No,No
2557296,955153,158,MPD                 ,Jessore,android,normal,55,6/23/2019 11:57,6/23/2019 8:48,No,Yes,No
2557292,359775,266,MPD                 ,Dhaka,android,normal,25,6/23/2019 11:53,6/23/2019 5:53,No,No,No
2557291,853751,199,MPD                 ,Chandpur,android,normal,55,6/23/2019 11:53,6/23/2019 7:46,No,Yes,No
2557286,853751,199,MPD                 ,Chandpur,android,normal,55,6/23/2019 11:52,6/23/2019 5:51,No,Yes,No
2557280,207502,200,MPD                 ,Dhaka,android,normal,25,6/23/2019 11:45,6/23/2019 5:44,No,No,No
2557271,926582,175,MPD                 ,Dhaka,android,normal,25,6/23/2019 11:34,6/23/2019 5:33,No,No,No
2557266,70825,350,MPD                 ,Dhaka,desktop,normal,35,6/23/2019 11:29,6/23/2019 5:29,No,No,No
